line_name,year,month,est_wkday_ridership,est_sat_ridership,est_sun_ridership
Line 111,2022,12,12293,8636,6687
Line 111,2023,1,12122,8242,7192
Line 111,2023,2,12881,8483,7753
Line 111,2023,3,12422,9120,7199
Line 111,2023,4,13517,9962,7878
Line 111,2023,5,13880,9736,7983
Line 111,2023,6,13783,10081,7765
Line 111,2023,7,13068,9666,7941
Line 111,2023,8,13769,10098,7188
Line 111,2023,9,14819,10059,8436
Line 111,2023,10,14945,10223,8398
Line 111,2023,11,14005,9377,7852
Line 111,2023,12,13523,9675,7507
Line 111,2024,1,13691,9165,7365
Line 111,2024,2,13410,10205,7837
Line 111,2024,3,14638,8842,8231
Line 111,2024,4,15003,10213,8368
Line 111,2024,5,15537,10682,8830
Line 111,2024,6,14749,10462,8735
Line 111,2024,7,13952,9924,8428
Line 111,2024,8,14686,10368,8726
Line 111,2024,9,15473,10315,8771
Line 111,2024,10,15881,10600,8862
Line 111,2024,11,15033,10488,8645
Line 111,2024,12,14026,10504,8061
Line 111,2025,1,14370,10306,7959
Line 111,2025,2,14304,10567,8451
Line 111,2025,3,14279,10771,8494
Line 111,2025,4,14999,10337,8633
Line 111,2025,5,15501,10585,8832
Line 111,2025,6,13148,8807,8385
Line 111,2025,7,11988,8275,7164
Line 111,2025,8,13065,8979,7644
Line 111,2025,9,14079,9324,7864
Line 111,2025,10,14054,9425,7844
Line 111,2025,11,12993,8550,7392
Line 111,2025,12,12691,9191,7561
Line 111,2026,1,12632,8204,6769
Line 111,2026,2,12991,8758,7663
Line 111,2026,3,13643,9236,7947
Line 111,2026,4,13701,9284,7630
Line 111,2026,5,14291,9315,8131
Line 115,2018,4,14897,9177,6747
Line 115,2018,5,15166,8980,6642
Line 115,2018,6,13998,8874,6680
Line 115,2018,7,13735,8815,6775
Line 115,2018,8,14450,9236,7321
Line 115,2018,9,15149,9364,7301
Line 115,2018,10,15324,8813,7252
Line 115,2018,11,14423,8933,6864
Line 115,2018,12,13455,9170,6621
Line 115,2019,1,12959,8096,6393
Line 115,2019,2,13971,7782,5901
Line 115,2019,3,14076,8236,6485
Line 115,2019,4,14180,8686,6598
Line 115,2019,5,14635,8808,6333
Line 115,2019,6,14107,8691,6901
Line 115,2019,7,13193,8559,6540
Line 115,2019,8,13707,9017,7105
Line 115,2019,9,14993,8883,7019
Line 115,2019,10,14811,8831,6894
Line 115,2019,11,13956,8967,6297
Line 115,2019,12,13203,8840,6262
Line 115,2020,1,13443,8281,6389
Line 115,2020,2,14709,9094,6714
Line 115,2020,3,9545,5846,5001
Line 115,2020,4,4335,3637,3043
Line 115,2020,5,5251,4582,3834
Line 115,2020,6,6020,5030,4454
Line 115,2020,7,6478,5526,5268
Line 115,2020,8,6659,5571,4486
Line 115,2020,9,6975,5633,4636
Line 115,2020,10,7139,6079,4905
Line 115,2020,11,7020,5513,4536
Line 115,2020,12,6209,5502,3993
Line 115,2021,1,5368,4453,3940
Line 115,2021,2,6010,4734,3907
Line 115,2021,3,6849,5933,4699
Line 115,2021,4,7450,5995,4711
Line 115,2021,5,7566,5708,4494
Line 115,2021,6,7870,6580,4470
Line 115,2021,7,8211,6450,4877
Line 115,2021,8,8797,6765,5020
Line 115,2021,9,9104,6172,4932
Line 115,2021,10,9551,6423,5053
Line 115,2021,11,9693,5771,4602
Line 115,2021,12,8252,0,4686
Line 115,2022,1,7222,4959,4004
Line 115,2022,2,8261,5477,4130
Line 115,2022,3,8795,5656,4446
Line 115,2022,4,8647,6026,4497
Line 115,2022,5,9262,6163,4879
Line 115,2022,6,8761,6202,4927
Line 115,2022,7,8356,6471,4878
Line 115,2022,8,9053,6592,4732
Line 115,2022,9,10082,6587,5274
Line 115,2022,10,10550,7056,5687
Line 115,2022,11,9540,6673,5171
Line 115,2022,12,9158,6340,5129
Line 115,2023,1,9132,5793,5152
Line 115,2023,2,9942,6086,5296
Line 115,2023,3,9776,6868,5201
Line 115,2023,4,10268,7508,5687
Line 115,2023,5,10760,7342,5791
Line 115,2023,6,10278,7663,6095
Line 115,2023,7,9744,7413,5685
Line 115,2023,8,10899,7838,5153
Line 115,2023,9,11743,7499,6450
Line 115,2023,10,12197,7790,6718
Line 115,2023,11,11285,7466,6230
Line 115,2023,12,10770,7628,5749
Line 115,2024,1,10781,7020,5576
Line 115,2024,2,10697,7878,5636
Line 115,2024,3,11792,6976,6159
Line 115,2024,4,11942,8081,6048
Line 115,2024,5,12339,8079,6388
Line 115,2024,6,11595,8075,6845
Line 115,2024,7,11168,8345,6582
Line 115,2024,8,12256,8692,6959
Line 115,2024,9,12971,8324,6863
Line 115,2024,10,13158,8451,7158
Line 115,2024,11,12279,8109,6680
Line 115,2024,12,11467,7975,6660
Line 115,2025,1,11837,7551,5974
Line 115,2025,2,11563,8122,6651
Line 115,2025,3,12015,8277,6403
Line 115,2025,4,12251,7747,6412
Line 115,2025,5,12915,8225,6672
Line 115,2025,6,10797,7020,6262
Line 115,2025,7,10436,7138,5821
Line 115,2025,8,11834,8072,6294
Line 115,2025,9,12508,7824,7033
Line 115,2025,10,12422,7699,6376
Line 115,2025,11,11293,6725,6290
Line 115,2025,12,11052,7831,5876
Line 115,2026,1,11115,7136,5617
Line 115,2026,2,11429,7632,6081
Line 115,2026,3,12016,7615,6368
Line 115,2026,4,11916,7746,5932
Line 115,2026,5,12597,7975,6276
Line 117,2018,4,9091,5797,4557
Line 117,2018,5,9263,5959,4562
Line 117,2018,6,8726,5881,4674
Line 117,2018,7,8179,5875,4755
Line 117,2018,8,8893,6196,4861
Line 117,2018,9,9510,6086,4903
Line 117,2018,10,9695,6083,4803
Line 117,2018,11,8989,6019,4725
Line 117,2018,12,8067,5911,4250
Line 117,2019,1,7924,5121,4176
Line 117,2019,2,8592,5039,3929
Line 117,2019,3,8681,5342,4391
Line 117,2019,4,8728,5709,4329
Line 117,2019,5,9023,5952,4242
Line 117,2019,6,8512,5854,4493
Line 117,2019,7,8157,5935,4493
Line 117,2019,8,8595,6146,4667
Line 117,2019,9,9282,5981,4647
Line 117,2019,10,9375,5986,4633
Line 117,2019,11,8505,5882,4036
Line 117,2019,12,8121,5517,3913
Line 117,2020,1,8465,5667,4215
Line 117,2020,2,9074,5913,4261
Line 117,2020,3,5968,3770,3317
Line 117,2020,4,2707,2307,1821
Line 117,2020,5,3239,2875,2369
Line 117,2020,6,3832,3567,2746
Line 117,2020,7,4089,3411,3453
Line 117,2020,8,4169,3698,2897
Line 117,2020,9,4379,3638,2967
Line 117,2020,10,4476,3929,3168
Line 117,2020,11,4452,3524,2856
Line 117,2020,12,3865,3528,2433
Line 117,2021,1,3153,2944,2225
Line 117,2021,2,3601,3256,2293
Line 117,2021,3,4160,3650,2866
Line 117,2021,4,4663,3993,3091
Line 117,2021,5,4771,3989,3094
Line 117,2021,6,5100,4232,2646
Line 117,2021,7,5348,4209,3419
Line 117,2021,8,5426,4315,3327
Line 117,2021,9,6000,4170,3582
Line 117,2021,10,6661,4196,3839
Line 117,2021,11,6765,4204,3341
Line 117,2021,12,5774,0,2743
Line 117,2022,1,4894,2923,2350
Line 117,2022,2,5557,3661,2834
Line 117,2022,3,5698,3766,3023
Line 117,2022,4,5776,3887,3161
Line 117,2022,5,6061,3776,3265
Line 117,2022,6,5899,3723,3054
Line 117,2022,7,5912,4277,3301
Line 117,2022,8,6310,4665,3548
Line 117,2022,9,6883,4547,3824
Line 117,2022,10,7031,4624,3991
Line 117,2022,11,6281,4196,3714
Line 117,2022,12,6301,4075,3459
Line 117,2023,1,6402,4169,3678
Line 117,2023,2,6930,4336,3778
Line 117,2023,3,6728,4557,3758
Line 117,2023,4,7279,5004,4070
Line 117,2023,5,7657,4984,4039
Line 117,2023,6,7203,5058,3995
Line 117,2023,7,7193,5027,4243
Line 117,2023,8,7964,5599,4019
Line 117,2023,9,8402,5342,4802
Line 117,2023,10,8586,5399,4773
Line 117,2023,11,8096,5172,4628
Line 117,2023,12,7646,5325,4188
Line 117,2024,1,7738,4862,4105
Line 117,2024,2,7643,5556,4006
Line 117,2024,3,8322,4574,4290
Line 117,2024,4,8577,5457,4271
Line 117,2024,5,8705,5551,4676
Line 117,2024,6,8359,5597,4690
Line 117,2024,7,8113,5587,4526
Line 117,2024,8,8919,6257,5138
Line 117,2024,9,9640,6128,5197
Line 117,2024,10,9748,6163,5294
Line 117,2024,11,9205,6020,5117
Line 117,2024,12,8606,5666,4800
Line 117,2025,1,8632,5355,4205
Line 117,2025,2,8571,5636,4709
Line 117,2025,3,8568,5653,4572
Line 117,2025,4,8981,5485,4409
Line 117,2025,5,9396,5754,4792
Line 117,2025,6,7969,5079,4573
Line 117,2025,7,7744,5076,4274
Line 117,2025,8,8712,5773,4632
Line 117,2025,9,9088,5417,4835
Line 117,2025,10,9149,5536,4792
Line 117,2025,11,8425,5191,4651
Line 117,2025,12,8289,5615,4228
Line 117,2026,1,8251,4907,4119
Line 117,2026,2,8558,5513,4534
Line 117,2026,3,8928,5241,4340
Line 117,2026,4,8871,5255,4285
Line 117,2026,5,8979,5481,4420
Line 120,2018,4,3874,2015,1630
Line 120,2018,5,3922,1865,1643
Line 120,2018,6,3727,1845,1655
Line 120,2018,7,3415,1881,1553
Line 120,2018,8,3882,2007,1649
Line 120,2018,9,4140,2011,1654
Line 120,2018,10,4070,1767,1575
Line 120,2018,11,3705,1874,1569
Line 120,2018,12,3266,1849,1495
Line 120,2019,1,3401,1672,1500
Line 120,2019,2,3420,1608,1272
Line 120,2019,3,3512,1715,1507
Line 120,2019,4,3562,1903,1547
Line 120,2019,5,3578,1995,1472
Line 120,2019,6,3481,1872,1594
Line 120,2019,7,3459,1922,1649
Line 120,2019,8,3652,2075,1765
Line 120,2019,9,4038,2131,1719
Line 120,2019,10,4066,2035,1700
Line 120,2019,11,3697,1837,1561
Line 120,2019,12,3295,1860,1406
Line 120,2020,1,3480,1803,1399
Line 120,2020,2,3714,1875,1483
Line 120,2020,3,2315,1274,1150
Line 120,2020,4,1174,887,689
Line 120,2020,5,1131,976,878
Line 120,2020,6,1373,1096,968
Line 120,2020,7,1455,1158,1215
Line 120,2020,8,1459,1153,1049
Line 120,2020,9,1541,1205,1108
Line 120,2020,10,1552,1231,1138
Line 120,2020,11,1506,1225,1051
Line 120,2020,12,1393,1210,921
Line 120,2021,1,1384,1089,935
Line 120,2021,2,1512,1312,1205
Line 120,2021,3,1504,1355,1142
Line 120,2021,4,1676,1381,1203
Line 120,2021,5,1711,1460,1196
Line 120,2021,6,1733,1502,1373
Line 120,2021,7,1829,1583,1392
Line 120,2021,8,1960,1527,1305
Line 120,2021,9,2308,1510,1267
Line 120,2021,10,2424,1733,1387
Line 120,2021,11,2418,1631,1323
Line 120,2021,12,2196,0,1244
Line 120,2022,1,2135,1278,1128
Line 120,2022,2,2146,1400,1183
Line 120,2022,3,1762,1403,1214
Line 120,2022,4,1855,1509,1322
Line 120,2022,5,1863,1435,1229
Line 120,2022,6,1867,1432,1337
Line 120,2022,7,1991,1549,1278
Line 120,2022,8,2109,1450,1345
Line 120,2022,9,2222,1486,1200
Line 120,2022,10,2351,1471,1355
Line 120,2022,11,2114,1241,1189
Line 120,2022,12,2115,1419,1145
Line 120,2023,1,2166,1175,1136
Line 120,2023,2,2341,1255,1287
Line 120,2023,3,2328,1557,1271
Line 120,2023,4,2539,1665,1394
Line 120,2023,5,2647,1607,1488
Line 120,2023,6,2598,1593,1581
Line 120,2023,7,2718,1660,1404
Line 120,2023,8,2966,1878,1431
Line 120,2023,9,3162,1563,1648
Line 120,2023,10,3122,1903,1475
Line 120,2023,11,3014,1700,1473
Line 120,2023,12,2864,1743,1415
Line 120,2024,1,2886,1554,1418
Line 120,2024,2,2784,1750,1549
Line 120,2024,3,3135,1469,1565
Line 120,2024,4,3066,1648,1674
Line 120,2024,5,3064,1711,1627
Line 120,2024,6,3047,1706,1568
Line 120,2024,7,2945,1810,1662
Line 120,2024,8,3150,1852,1787
Line 120,2024,9,3279,1919,1722
Line 120,2024,10,3295,1901,1803
Line 120,2024,11,3090,1855,1668
Line 120,2024,12,2835,1619,1551
Line 120,2025,1,2896,1572,1347
Line 120,2025,2,2757,1852,1401
Line 120,2025,3,2798,1770,1530
Line 120,2025,4,2874,1687,1622
Line 120,2025,5,2923,1787,1588
Line 120,2025,6,2624,1715,1519
Line 120,2025,7,2837,1668,1531
Line 120,2025,8,3303,1954,1687
Line 120,2025,9,3439,2045,1814
Line 120,2025,10,3344,2066,1766
Line 120,2025,11,3143,1856,1712
Line 120,2025,12,3084,1764,1493
Line 120,2026,1,3092,1746,1506
Line 120,2026,2,3168,1887,1642
Line 120,2026,3,3395,1976,1561
Line 120,2026,4,3336,2220,1819
Line 120,2026,5,3534,2113,1839
Line 125,2018,4,4821,2549,1734
Line 125,2018,5,4835,2516,1783
Line 125,2018,6,4443,2423,1824
Line 125,2018,7,4090,2347,1817
Line 125,2018,8,4319,2563,1766
Line 125,2018,9,4938,2363,1773
Line 125,2018,10,4887,2260,2020
Line 125,2018,11,4716,2582,1907
Line 125,2018,12,4209,2660,1605
Line 125,2019,1,4244,2262,1554
Line 125,2019,2,4429,2177,1606
Line 125,2019,3,4592,2271,1673
Line 125,2019,4,4717,2574,1751
Line 125,2019,5,4712,2558,1764
Line 125,2019,6,4348,2596,1874
Line 125,2019,7,3915,2561,1837
Line 125,2019,8,4278,2757,1917
Line 125,2019,9,4923,2737,2003
Line 125,2019,10,5102,2700,1895
Line 125,2019,11,4540,2539,1663
Line 125,2019,12,3887,2532,1622
Line 125,2020,1,4293,2415,1565
Line 125,2020,2,4510,2662,1756
Line 125,2020,3,2960,1697,1135
Line 125,2020,4,1549,1158,723
Line 125,2020,5,1378,1182,1038
Line 125,2020,6,1853,1288,987
Line 125,2020,7,1736,1544,1192
Line 125,2020,8,1866,1317,1193
Line 125,2020,9,1985,1477,1097
Line 125,2020,10,1980,1668,1153
Line 125,2020,11,1897,1560,1267
Line 125,2020,12,1874,1372,1083
Line 125,2021,1,1691,1453,1121
Line 125,2021,2,1915,1630,1290
Line 125,2021,3,1985,1537,1408
Line 125,2021,4,2269,1578,1313
Line 125,2021,5,2345,1738,1486
Line 125,2021,6,2341,1866,1355
Line 125,2021,7,3197,2243,1849
Line 125,2021,8,3676,2515,2351
Line 125,2021,9,4171,2271,2165
Line 125,2021,10,4110,2686,2439
Line 125,2021,11,4149,2575,2303
Line 125,2021,12,3572,0,1904
Line 125,2022,1,3438,1899,1726
Line 125,2022,2,3621,2072,1530
Line 125,2022,3,3708,2230,1832
Line 125,2022,4,3968,2438,1947
Line 125,2022,5,4133,2331,2075
Line 125,2022,6,4248,2497,2086
Line 125,2022,7,3514,2346,2006
Line 125,2022,8,3556,2770,2138
Line 125,2022,9,4204,2279,1770
Line 125,2022,10,4325,2231,2151
Line 125,2022,11,3843,2194,2004
Line 125,2022,12,3774,1958,1795
Line 125,2023,1,3516,2249,1755
Line 125,2023,2,3903,2334,1895
Line 125,2023,3,3837,2215,1940
Line 125,2023,4,4340,2505,2184
Line 125,2023,5,4365,2429,2241
Line 125,2023,6,4140,2679,2265
Line 125,2023,7,3978,2454,2094
Line 125,2023,8,4366,2754,2133
Line 125,2023,9,4908,2469,2350
Line 125,2023,10,4976,2753,2441
Line 125,2023,11,4699,2680,2247
Line 125,2023,12,4537,2704,2014
Line 125,2024,1,4627,2465,2104
Line 125,2024,2,4511,2838,2243
Line 125,2024,3,5083,2581,2220
Line 125,2024,4,5120,2855,2407
Line 125,2024,5,5270,2889,2468
Line 125,2024,6,4843,2909,2468
Line 125,2024,7,4496,3010,2414
Line 125,2024,8,5044,3236,2598
Line 125,2024,9,5447,3105,2600
Line 125,2024,10,5494,3037,2783
Line 125,2024,11,5096,2727,2436
Line 125,2024,12,4959,2771,2391
Line 125,2025,1,5171,2856,2132
Line 125,2025,2,5149,3148,2542
Line 125,2025,3,5240,3021,2544
Line 125,2025,4,5383,2917,2606
Line 125,2025,5,5592,2990,2598
Line 125,2025,6,4628,2603,2349
Line 125,2025,7,4239,2509,2147
Line 125,2025,8,4910,2841,2454
Line 125,2025,9,5455,2855,2467
Line 125,2025,10,5351,2912,2470
Line 125,2025,11,4900,2611,2286
Line 125,2025,12,4786,2807,2232
Line 125,2026,1,4773,2562,2155
Line 125,2026,2,4948,2882,2460
Line 125,2026,3,5216,2858,2466
Line 125,2026,4,5111,2966,2331
Line 125,2026,5,5207,2834,2283
Line 126,2018,4,183,null,null
Line 126,2018,5,211,null,null
Line 126,2018,6,185,null,null
Line 126,2018,7,161,0,0
Line 126,2018,8,173,0,0
Line 126,2018,9,200,0,0
Line 126,2018,10,198,0,0
Line 126,2018,11,180,0,0
Line 126,2018,12,165,0,0
Line 126,2019,1,155,0,0
Line 126,2019,2,163,0,0
Line 126,2019,3,189,0,0
Line 126,2019,4,183,0,0
Line 126,2019,5,190,0,0
Line 126,2019,6,166,0,0
Line 126,2019,7,158,0,0
Line 126,2019,8,168,0,0
Line 126,2019,9,215,0,0
Line 126,2019,10,217,0,0
Line 126,2019,11,187,0,0
Line 126,2019,12,156,0,0
Line 126,2020,1,167,0,0
Line 126,2020,2,186,0,0
Line 126,2020,3,111,0,0
Line 126,2020,4,41,0,0
Line 126,2020,5,53,0,0
Line 126,2020,6,78,0,0
Line 126,2020,7,88,0,0
Line 126,2020,8,100,0,0
Line 126,2020,9,107,0,0
Line 126,2020,10,109,0,0
Line 126,2020,11,99,0,0
Line 126,2020,12,81,0,0
Line 126,2021,1,0,0,0
Line 126,2021,2,0,0,0
Line 126,2021,3,0,0,0
Line 126,2021,4,0,0,0
Line 126,2021,5,0,0,0
Line 126,2021,6,0,0,0
Line 126,2021,7,0,0,0
Line 126,2021,8,0,0,0
Line 126,2021,9,0,0,0
Line 126,2021,10,0,0,0
Line 126,2021,11,0,0,0
Line 126,2021,12,0,0,0
Line 126,2022,1,0,0,0
Line 126,2022,2,0,0,0
Line 126,2022,3,0,0,0
Line 126,2022,4,0,0,0
Line 126,2022,5,0,0,0
Line 126,2022,6,0,0,0
Line 126,2022,7,0,0,0
Line 126,2022,8,0,0,0
Line 126,2022,9,0,0,0
Line 126,2022,10,0,0,0
Line 126,2022,11,0,0,0
Line 126,2022,12,0,0,0
Line 126,2023,1,0,0,0
Line 126,2023,2,0,0,0
Line 126,2023,3,0,0,0
Line 126,2023,4,0,0,0
Line 126,2023,5,0,0,0
Line 126,2023,6,0,0,0
Line 126,2023,7,0,0,0
Line 126,2023,8,0,0,0
Line 126,2023,9,0,0,0
Line 126,2023,10,0,0,0
Line 126,2023,11,0,0,0
Line 126,2023,12,0,0,0
Line 126,2024,1,0,0,0
Line 126,2024,2,0,0,0
Line 126,2024,3,0,0,0
Line 126,2024,4,0,0,0
Line 126,2024,5,0,0,0
Line 126,2024,6,0,0,0
Line 126,2024,7,0,0,0
Line 126,2024,8,0,0,0
Line 126,2024,9,0,0,0
Line 126,2024,10,0,0,0
Line 126,2024,11,0,0,0
Line 126,2024,12,0,0,0
Line 126,2025,1,0,0,0
Line 126,2025,2,0,0,0
Line 126,2025,3,0,0,0
Line 126,2025,4,0,0,0
Line 126,2025,5,0,0,0
Line 126,2025,6,0,0,0
Line 127,2018,4,827,null,null
Line 127,2018,5,869,null,null
Line 127,2018,6,694,null,null
Line 127,2018,7,634,0,0
Line 127,2018,8,696,0,0
Line 127,2018,9,956,0,0
Line 127,2018,10,929,0,0
Line 127,2018,11,877,0,0
Line 127,2018,12,750,0,0
Line 127,2019,1,773,0,0
Line 127,2019,2,776,0,0
Line 127,2019,3,831,0,0
Line 127,2019,4,781,0,0
Line 127,2019,5,832,0,0
Line 127,2019,6,712,0,0
Line 127,2019,7,662,0,0
Line 127,2019,8,715,0,0
Line 127,2019,9,901,0,0
Line 127,2019,10,891,0,0
Line 127,2019,11,799,0,0
Line 127,2019,12,711,0,0
Line 127,2020,1,803,0,0
Line 127,2020,2,851,0,0
Line 127,2020,3,516,0,0
Line 127,2020,4,204,0,0
Line 127,2020,5,261,0,0
Line 127,2020,6,331,0,0
Line 127,2020,7,343,0,0
Line 127,2020,8,365,0,0
Line 127,2020,9,382,0,0
Line 127,2020,10,391,0,0
Line 127,2020,11,397,0,0
Line 127,2020,12,366,0,0
Line 127,2021,1,340,0,0
Line 127,2021,2,392,0,0
Line 127,2021,3,390,0,0
Line 127,2021,4,436,0,0
Line 127,2021,5,432,0,0
Line 127,2021,6,465,0,0
Line 127,2021,7,1063,723,658
Line 127,2021,8,1214,786,720
Line 127,2021,9,1490,815,651
Line 127,2021,10,1664,825,830
Line 127,2021,11,1666,868,752
Line 127,2021,12,1512,0,737
Line 127,2022,1,1441,751,718
Line 127,2022,2,1451,715,524
Line 127,2022,3,1198,593,598
Line 127,2022,4,1247,652,612
Line 127,2022,5,1287,745,597
Line 127,2022,6,1214,653,621
Line 127,2022,7,1065,650,494
Line 127,2022,8,1175,683,607
Line 127,2022,9,1350,689,558
Line 127,2022,10,1384,692,643
Line 127,2022,11,1202,697,590
Line 127,2022,12,1261,664,627
Line 127,2023,1,1319,678,635
Line 127,2023,2,1469,769,712
Line 127,2023,3,1451,760,740
Line 127,2023,4,1571,843,751
Line 127,2023,5,1642,808,800
Line 127,2023,6,1577,853,802
Line 127,2023,7,1496,901,806
Line 127,2023,8,1623,893,766
Line 127,2023,9,1945,929,803
Line 127,2023,10,1894,918,839
Line 127,2023,11,1768,966,806
Line 127,2023,12,1691,847,746
Line 127,2024,1,1737,916,773
Line 127,2024,2,1633,919,787
Line 127,2024,3,1862,820,791
Line 127,2024,4,1854,974,894
Line 127,2024,5,2019,1144,881
Line 127,2024,6,1806,1049,914
Line 127,2024,7,1670,1131,934
Line 127,2024,8,1894,1181,976
Line 127,2024,9,1982,1087,957
Line 127,2024,10,2053,1185,1010
Line 127,2024,11,1953,1177,924
Line 127,2024,12,1946,1045,984
Line 127,2025,1,1932,1112,974
Line 127,2025,2,1877,1258,1016
Line 127,2025,3,1928,1199,1028
Line 127,2025,4,1982,1066,1080
Line 127,2025,5,1965,1133,945
Line 127,2025,6,1601,974,989
Line 127,2025,7,1616,938,856
Line 127,2025,8,1858,1040,934
Line 127,2025,9,2096,1085,916
Line 127,2025,10,2060,1108,923
Line 127,2025,11,1765,981,859
Line 127,2025,12,1848,977,955
Line 127,2026,1,1782,958,842
Line 127,2026,2,1830,980,927
Line 127,2026,3,1924,971,874
Line 127,2026,4,1901,973,862
Line 127,2026,5,2054,1078,923
Line 128,2018,4,1122,null,null
Line 128,2018,5,1121,null,null
Line 128,2018,6,1110,null,null
Line 128,2018,7,979,0,0
Line 128,2018,8,1179,0,0
Line 128,2018,9,1337,0,0
Line 128,2018,10,1343,0,0
Line 128,2018,11,1189,0,0
Line 128,2018,12,890,0,0
Line 128,2019,1,908,0,0
Line 128,2019,2,953,0,0
Line 128,2019,3,1033,0,0
Line 128,2019,4,1121,0,0
Line 128,2019,5,1163,0,0
Line 128,2019,6,1004,0,0
Line 128,2019,7,958,0,0
Line 128,2019,8,1124,0,0
Line 128,2019,9,1297,0,0
Line 128,2019,10,1262,0,0
Line 128,2019,11,949,0,0
Line 128,2019,12,892,0,0
Line 128,2020,1,1028,0,0
Line 128,2020,2,1155,0,0
Line 128,2020,3,837,0,0
Line 128,2020,4,404,0,0
Line 128,2020,5,386,0,0
Line 128,2020,6,537,0,0
Line 128,2020,7,547,0,0
Line 128,2020,8,594,0,0
Line 128,2020,9,554,0,0
Line 128,2020,10,568,0,0
Line 128,2020,11,557,0,0
Line 128,2020,12,517,0,0
Line 128,2021,1,448,0,0
Line 128,2021,2,518,0,0
Line 128,2021,3,562,0,0
Line 128,2021,4,574,0,0
Line 128,2021,5,626,0,0
Line 128,2021,6,657,0,0
Line 128,2021,7,667,321,264
Line 128,2021,8,754,430,378
Line 128,2021,9,924,441,311
Line 128,2021,10,912,520,322
Line 128,2021,11,929,410,314
Line 128,2021,12,783,0,362
Line 128,2022,1,714,398,335
Line 128,2022,2,740,427,341
Line 128,2022,3,786,491,379
Line 128,2022,4,801,477,312
Line 128,2022,5,813,471,362
Line 128,2022,6,780,520,378
Line 128,2022,7,771,475,350
Line 128,2022,8,839,494,376
Line 128,2022,9,994,479,385
Line 128,2022,10,1037,555,425
Line 128,2022,11,960,511,446
Line 128,2022,12,820,415,405
Line 128,2023,1,827,525,414
Line 128,2023,2,906,486,377
Line 128,2023,3,846,530,368
Line 128,2023,4,923,578,458
Line 128,2023,5,952,533,488
Line 128,2023,6,890,593,412
Line 128,2023,7,883,541,448
Line 128,2023,8,967,604,466
Line 128,2023,9,1116,630,537
Line 128,2023,10,1138,641,508
Line 128,2023,11,1045,600,496
Line 128,2023,12,951,518,444
Line 128,2024,1,1011,520,481
Line 128,2024,2,941,646,487
Line 128,2024,3,1091,616,495
Line 128,2024,4,1145,732,619
Line 128,2024,5,1148,731,541
Line 128,2024,6,1010,672,600
Line 128,2024,7,952,660,530
Line 128,2024,8,1148,723,614
Line 128,2024,9,1303,697,581
Line 128,2024,10,1338,742,641
Line 128,2024,11,1137,762,586
Line 128,2024,12,1112,678,523
Line 128,2025,1,1052,692,498
Line 128,2025,2,1062,709,563
Line 128,2025,3,1064,684,514
Line 128,2025,4,1118,679,577
Line 128,2025,5,1133,649,599
Line 128,2025,6,912,553,544
Line 128,2025,7,897,518,482
Line 128,2025,8,1077,630,516
Line 128,2025,9,1225,561,506
Line 128,2025,10,1175,638,505
Line 128,2025,11,1064,564,506
Line 128,2025,12,1002,483,304
Line 128,2026,1,1015,595,469
Line 128,2026,2,1058,609,515
Line 128,2026,3,1043,588,530
Line 128,2026,4,1043,569,529
Line 128,2026,5,1071,574,520
Line 130,2018,4,2613,1197,902
Line 130,2018,5,2723,1174,1091
Line 130,2018,6,2657,1161,994
Line 130,2018,7,2642,1199,1064
Line 130,2018,8,2648,1200,1039
Line 130,2018,9,2991,1283,1075
Line 130,2018,10,2969,1265,1033
Line 130,2018,11,2717,1262,1086
Line 130,2018,12,2449,1060,979
Line 130,2019,1,2311,1148,744
Line 130,2019,2,2331,956,791
Line 130,2019,3,2384,1106,887
Line 130,2019,4,2513,1152,963
Line 130,2019,5,2462,1150,822
Line 130,2019,6,2345,1113,955
Line 130,2019,7,2376,1273,1008
Line 130,2019,8,2423,1243,1135
Line 130,2019,9,2835,1333,1030
Line 130,2019,10,2736,1198,941
Line 130,2019,11,2574,1207,870
Line 130,2019,12,2235,1155,826
Line 130,2020,1,2400,1109,910
Line 130,2020,2,2608,1244,948
Line 130,2020,3,1873,923,744
Line 130,2020,4,886,549,499
Line 130,2020,5,831,670,521
Line 130,2020,6,1099,741,609
Line 130,2020,7,1110,871,949
Line 130,2020,8,1151,933,712
Line 130,2020,9,1191,859,793
Line 130,2020,10,1206,791,716
Line 130,2020,11,1146,801,721
Line 130,2020,12,1146,734,638
Line 130,2021,1,1019,727,625
Line 130,2021,2,1166,817,711
Line 130,2021,3,1194,951,786
Line 130,2021,4,1414,957,777
Line 130,2021,5,1370,975,831
Line 130,2021,6,1420,1053,882
Line 130,2021,7,788,511,392
Line 130,2021,8,812,496,416
Line 130,2021,9,933,484,429
Line 130,2021,10,975,502,420
Line 130,2021,11,957,481,410
Line 130,2021,12,892,0,397
Line 130,2022,1,812,384,406
Line 130,2022,2,801,420,327
Line 130,2022,3,782,440,374
Line 130,2022,4,838,462,338
Line 130,2022,5,877,480,337
Line 130,2022,6,839,453,347
Line 130,2022,7,0,0,0
Line 130,2022,8,0,0,0
Line 130,2022,9,0,0,0
Line 130,2022,10,0,0,0
Line 130,2022,11,0,0,0
Line 130,2022,12,0,0,0
Line 130,2023,1,0,0,0
Line 130,2023,2,0,0,0
Line 130,2023,3,0,0,0
Line 130,2023,4,0,0,0
Line 130,2023,5,0,0,0
Line 130,2023,6,0,0,0
