line_name,year,month,est_wkday_ridership,est_sat_ridership,est_sun_ridership
Line 28,2022,5,8124,5201,4191
Line 28,2022,6,7690,5511,4205
Line 28,2022,7,8054,5674,4435
Line 28,2022,8,8579,5821,4476
Line 28,2022,9,9028,5759,4618
Line 28,2022,10,9286,5785,4798
Line 28,2022,11,8817,6342,4635
Line 28,2022,12,8537,5551,4503
Line 28,2023,1,8365,5443,4522
Line 28,2023,2,8991,5723,5096
Line 28,2023,3,8851,6058,5054
Line 28,2023,4,9246,6741,5273
Line 28,2023,5,9650,6582,5273
Line 28,2023,6,9304,6761,5438
Line 28,2023,7,8981,6743,5353
Line 28,2023,8,9590,6925,5186
Line 28,2023,9,10161,6728,5441
Line 28,2023,10,10351,7213,5874
Line 28,2023,11,9576,6644,5256
Line 28,2023,12,9491,6847,5165
Line 28,2024,1,9607,6297,5049
Line 28,2024,2,9539,7007,5451
Line 28,2024,3,10260,6394,5849
Line 28,2024,4,10350,6998,5746
Line 28,2024,5,10515,7130,6057
Line 28,2024,6,10075,7171,5785
Line 28,2024,7,9915,7490,6017
Line 28,2024,8,10544,7210,6241
Line 28,2024,9,11053,7353,6187
Line 28,2024,10,10937,7392,6220
Line 28,2024,11,10513,7234,5971
Line 28,2024,12,10026,7233,5769
Line 28,2025,1,10021,6964,5453
Line 28,2025,2,10180,7452,6225
Line 28,2025,3,10770,7770,6611
Line 28,2025,4,10716,7908,6485
Line 28,2025,5,11046,7632,6541
Line 28,2025,6,9600,6412,6172
Line 28,2025,7,9217,6438,5603
Line 28,2025,8,9910,6871,5889
Line 28,2025,9,10409,7004,6029
Line 28,2025,10,10431,7249,6303
Line 28,2025,11,9796,6539,5527
Line 28,2025,12,9658,6935,5706
Line 28,2026,1,9259,6248,5184
Line 28,2026,2,9620,6612,5458
Line 28,2026,3,9796,6467,5681
Line 28,2026,4,9854,6736,5578
Line 28,2026,5,10052,6790,5602
Line 30,2018,4,12874,10459,8915
Line 30,2018,5,12889,10301,8319
Line 30,2018,6,12854,10253,8827
Line 30,2018,7,12237,10183,8488
Line 30,2018,8,12633,10355,9043
Line 30,2018,9,12669,10266,8357
Line 30,2018,10,12600,9788,8841
Line 30,2018,11,12007,9963,8323
Line 30,2018,12,11348,10279,7555
Line 30,2019,1,10997,8776,7432
Line 30,2019,2,11654,9101,7026
Line 30,2019,3,12021,9288,8518
Line 30,2019,4,12019,9941,8774
Line 30,2019,5,11997,9811,7580
Line 30,2019,6,11810,9847,8258
Line 30,2019,7,11681,9748,8171
Line 30,2019,8,12003,9826,8508
Line 30,2019,9,12521,9472,8356
Line 30,2019,10,12655,9947,8214
Line 30,2019,11,11879,9684,7598
Line 30,2019,12,11319,9344,7558
Line 30,2020,1,11355,9200,6995
Line 30,2020,2,11875,9602,7808
Line 30,2020,3,7785,6263,5591
Line 30,2020,4,3861,3332,2501
Line 30,2020,5,4991,4573,3622
Line 30,2020,6,5955,5309,4423
Line 30,2020,7,6369,5777,5672
Line 30,2020,8,6617,6055,4860
Line 30,2020,9,7008,6501,5076
Line 30,2020,10,7153,6815,5719
Line 30,2020,11,6849,6276,5444
Line 30,2020,12,6149,5666,4394
Line 30,2021,1,5562,5259,4238
Line 30,2021,2,6358,5912,4644
Line 30,2021,3,6947,6908,5559
Line 30,2021,4,7536,7018,5677
Line 30,2021,5,7700,7337,5869
Line 30,2021,6,8150,7525,6447
Line 30,2021,7,8647,7668,6598
Line 30,2021,8,9282,8213,6708
Line 30,2021,9,9500,8045,6706
Line 30,2021,10,9660,7944,6501
Line 30,2021,11,9674,7890,6826
Line 30,2021,12,8572,0,6082
Line 30,2022,1,7442,5885,5361
Line 30,2022,2,8118,6520,5583
Line 30,2022,3,8566,7238,5941
Line 30,2022,4,8545,7162,6166
Line 30,2022,5,8831,6952,6115
Line 30,2022,6,8171,7120,6260
Line 30,2022,7,8513,7418,6459
Line 30,2022,8,8660,7083,6186
Line 30,2022,9,9020,7123,5694
Line 30,2022,10,9424,7452,6597
Line 30,2022,11,9061,7503,6402
Line 30,2022,12,8948,6879,5710
Line 30,2023,1,8680,6706,6069
Line 30,2023,2,9313,6962,6489
Line 30,2023,3,9354,7709,6587
Line 30,2023,4,9888,8089,7208
Line 30,2023,5,9950,7836,6850
Line 30,2023,6,9646,8065,6950
Line 30,2023,7,8061,6666,6065
Line 30,2023,8,8602,7202,5694
Line 30,2023,9,9072,6899,6042
Line 30,2023,10,9212,7408,6452
Line 30,2023,11,8629,6787,6166
Line 30,2023,12,8218,7005,5751
Line 30,2024,1,8199,6526,5721
Line 30,2024,2,8398,7145,5839
Line 30,2024,3,9225,6489,6868
Line 30,2024,4,9232,6956,6520
Line 30,2024,5,9288,6985,6625
Line 30,2024,6,9012,7498,6744
Line 30,2024,7,8004,6356,5304
Line 30,2024,8,8834,7177,6408
Line 30,2024,9,9023,6656,5738
Line 30,2024,10,8985,6771,5919
Line 30,2024,11,8321,6524,5690
Line 30,2024,12,8116,6483,5599
Line 30,2025,1,8164,6124,5243
Line 30,2025,2,8083,6398,5686
Line 30,2025,3,8399,6719,5907
Line 30,2025,4,8722,6317,6286
Line 30,2025,5,8973,6593,5557
Line 30,2025,6,7479,5309,5300
Line 30,2025,7,6524,4937,4401
Line 30,2025,8,7655,5424,5287
Line 30,2025,9,8030,5759,5212
Line 30,2025,10,8219,6089,5561
Line 30,2025,11,7458,5396,5102
Line 30,2025,12,7699,5735,5152
Line 30,2026,1,7061,5033,4569
Line 30,2026,2,7497,5733,4859
Line 30,2026,3,7755,5610,5354
Line 30,2026,4,7736,5911,5348
Line 30,2026,5,7923,5911,5336
Line 33,2018,4,10275,7716,5479
Line 33,2018,5,10407,7856,5515
Line 33,2018,6,9760,7348,5484
Line 33,2018,7,9663,7448,6020
Line 33,2018,8,10220,7660,5787
Line 33,2018,9,10563,7714,5744
Line 33,2018,10,10395,7202,5522
Line 33,2018,11,9644,7118,5016
Line 33,2018,12,8940,7156,4809
Line 33,2019,1,9018,6352,4945
Line 33,2019,2,9794,6457,4658
Line 33,2019,3,10084,7026,5782
Line 33,2019,4,10129,7383,5561
Line 33,2019,5,10488,7536,5399
Line 33,2019,6,9915,7633,5723
Line 33,2019,7,10011,7900,5864
Line 33,2019,8,10293,7637,6241
Line 33,2019,9,11066,7495,5935
Line 33,2019,10,10916,7594,5545
Line 33,2019,11,9897,6769,4698
Line 33,2019,12,9364,6664,4486
Line 33,2020,1,9706,6981,4975
Line 33,2020,2,10327,7174,5141
Line 33,2020,3,6600,4836,3987
Line 33,2020,4,3004,2971,2055
Line 33,2020,5,3457,3238,2702
Line 33,2020,6,4538,4311,3635
Line 33,2020,7,5529,4606,4384
Line 33,2020,8,5765,4686,3851
Line 33,2020,9,6004,4959,3926
Line 33,2020,10,6093,5005,3985
Line 33,2020,11,5911,4518,3795
Line 33,2020,12,5408,4234,3423
Line 33,2021,1,4935,3823,3185
Line 33,2021,2,5713,4443,3861
Line 33,2021,3,6024,4843,4226
Line 33,2021,4,6713,5289,4432
Line 33,2021,5,6933,5456,4539
Line 33,2021,6,7369,6059,4992
Line 33,2021,7,8280,6479,5657
Line 33,2021,8,9075,6632,5800
Line 33,2021,9,13090,8979,8659
Line 33,2021,10,14888,12070,9712
Line 33,2021,11,14627,11752,9528
Line 33,2021,12,12943,0,8853
Line 33,2022,1,11779,9408,8069
Line 33,2022,2,12643,10209,8041
Line 33,2022,3,12804,9993,8511
Line 33,2022,4,13192,10312,8564
Line 33,2022,5,13562,10008,8538
Line 33,2022,6,13145,10481,8807
Line 33,2022,7,13008,10691,8961
Line 33,2022,8,13864,10897,9161
Line 33,2022,9,14519,11006,9311
Line 33,2022,10,14921,11150,9573
Line 33,2022,11,14045,10809,8997
Line 33,2022,12,13678,9930,8331
Line 33,2023,1,13641,10168,8614
Line 33,2023,2,14577,10802,9565
Line 33,2023,3,14480,11371,9416
Line 33,2023,4,15348,11982,10016
Line 33,2023,5,15879,12247,10270
Line 33,2023,6,15382,12470,10633
Line 33,2023,7,14910,12534,10779
Line 33,2023,8,15664,12447,9113
Line 33,2023,9,16329,12605,10714
Line 33,2023,10,16618,13147,10632
Line 33,2023,11,15666,12045,9646
Line 33,2023,12,14972,11822,9296
Line 33,2024,1,15315,11576,9416
Line 33,2024,2,15349,12541,9434
Line 33,2024,3,16676,11619,10665
Line 33,2024,4,16864,12598,10440
Line 33,2024,5,17021,12453,10993
Line 33,2024,6,16507,12982,10973
Line 33,2024,7,16073,12705,11344
Line 33,2024,8,17361,13466,11505
Line 33,2024,9,17902,13404,11608
Line 33,2024,10,17806,14319,11458
Line 33,2024,11,16715,12799,10537
Line 33,2024,12,16089,12668,10229
Line 33,2025,1,16372,12518,10024
Line 33,2025,2,16520,13471,11502
Line 33,2025,3,17092,13361,11318
Line 33,2025,4,17100,13545,12009
Line 33,2025,5,17715,13483,11749
Line 33,2025,6,15286,11963,10932
Line 33,2025,7,14598,11587,10241
Line 33,2025,8,15753,12464,10741
Line 33,2025,9,16370,12344,10906
Line 33,2025,10,16307,12536,10554
Line 33,2025,11,14782,11424,9778
Line 33,2025,12,14824,11658,9828
Line 33,2026,1,15239,11079,9416
Line 33,2026,2,15415,12323,10240
Line 33,2026,3,16115,11933,10705
Line 33,2026,4,15724,12238,9955
Line 33,2026,5,16273,12461,10658
Line 35,2018,4,8480,5012,3266
Line 35,2018,5,8418,4807,3079
Line 35,2018,6,7661,4625,3459
Line 35,2018,7,7255,4475,3190
Line 35,2018,8,8155,4662,3377
Line 35,2018,9,8683,4748,3399
Line 35,2018,10,8655,4515,3301
Line 35,2018,11,7714,4475,3159
Line 35,2018,12,6800,4650,2946
Line 35,2019,1,7096,4064,2751
Line 35,2019,2,7699,3904,2710
Line 35,2019,3,7876,4149,3012
Line 35,2019,4,7767,4421,2948
Line 35,2019,5,8132,4543,2892
Line 35,2019,6,7623,4420,3000
Line 35,2019,7,6993,4327,3019
Line 35,2019,8,7581,4521,3129
Line 35,2019,9,8642,4437,3036
Line 35,2019,10,8564,4546,3143
Line 35,2019,11,7622,4041,2732
Line 35,2019,12,6834,4099,2524
Line 35,2020,1,7168,4277,2615
Line 35,2020,2,8000,4399,2721
Line 35,2020,3,5049,2904,2320
Line 35,2020,4,2314,1885,1323
Line 35,2020,5,2386,2079,1723
Line 35,2020,6,2959,2271,1983
Line 35,2020,7,3214,2521,2291
Line 35,2020,8,3373,2582,1905
Line 35,2020,9,3528,2781,2029
Line 35,2020,10,3689,2721,2085
Line 35,2020,11,3532,2575,1883
Line 35,2020,12,3203,2456,1760
Line 35,2021,1,3000,2179,1641
Line 35,2021,2,3302,2446,1917
Line 35,2021,3,3424,2658,1916
Line 35,2021,4,3859,2858,2114
Line 35,2021,5,4052,2904,2189
Line 35,2021,6,4169,3100,2377
Line 35,2021,7,4123,2936,2262
Line 35,2021,8,4642,3166,2375
Line 35,2021,9,4683,2751,2056
Line 35,2021,10,4578,2809,2208
Line 35,2021,11,4589,2693,2177
Line 35,2021,12,3728,0,1796
Line 35,2022,1,3512,2263,1640
Line 35,2022,2,3950,2427,1666
Line 35,2022,3,4161,2502,1719
Line 35,2022,4,4232,2503,1779
Line 35,2022,5,4483,2600,1953
Line 35,2022,6,4211,2671,2026
Line 35,2022,7,4026,2598,1896
Line 35,2022,8,4454,2638,1903
Line 35,2022,9,4806,2919,1916
Line 35,2022,10,4891,2816,1965
Line 35,2022,11,4395,2544,1812
Line 35,2022,12,3984,2362,1730
Line 35,2023,1,4088,2608,1870
Line 35,2023,2,4530,2535,1936
Line 35,2023,3,4298,2653,2062
Line 35,2023,4,4737,2917,1990
Line 35,2023,5,5031,2882,2188
Line 35,2023,6,4673,2832,2182
Line 35,2023,7,4519,2866,2118
Line 35,2023,8,4800,2949,2046
Line 35,2023,9,5367,2890,2178
Line 35,2023,10,5336,2993,2273
Line 35,2023,11,4957,2790,2205
Line 35,2023,12,4512,2766,2009
Line 35,2024,1,4942,2593,2089
Line 35,2024,2,4930,3168,2074
Line 35,2024,3,5271,2664,2228
Line 35,2024,4,5412,3030,2290
Line 35,2024,5,5587,3051,2375
Line 35,2024,6,5109,3073,2407
Line 35,2024,7,4886,3069,2417
Line 35,2024,8,5497,3268,2535
Line 35,2024,9,5970,3251,2473
Line 35,2024,10,5789,3314,2454
Line 35,2024,11,5217,3163,2507
Line 35,2024,12,4769,2982,2355
Line 35,2025,1,5145,2926,2217
Line 35,2025,2,5373,3299,2600
Line 35,2025,3,5436,3271,2521
Line 35,2025,4,5464,3266,2702
Line 35,2025,5,5771,3268,2533
Line 35,2025,6,4758,2748,2335
Line 35,2025,7,4283,2546,2129
Line 35,2025,8,4730,2882,2279
Line 35,2025,9,5423,3059,2408
Line 35,2025,10,5328,2998,2405
Line 35,2025,11,4823,2807,2245
Line 35,2025,12,4712,2845,2166
Line 35,2026,1,4715,2698,2013
Line 35,2026,2,4897,2929,2340
Line 35,2026,3,5193,2966,2332
Line 35,2026,4,5097,2887,2281
Line 35,2026,5,5303,2887,2349
Line 40,2018,4,15056,10269,9609
Line 40,2018,5,14818,10318,9357
Line 40,2018,6,14572,9992,9727
Line 40,2018,7,13579,9841,9124
Line 40,2018,8,14293,10146,9575
Line 40,2018,9,14793,10263,9407
Line 40,2018,10,15094,9709,9066
Line 40,2018,11,14031,9756,9319
Line 40,2018,12,13327,9882,8520
Line 40,2019,1,12962,8588,8336
Line 40,2019,2,13833,8739,7896
Line 40,2019,3,14190,9212,8816
Line 40,2019,4,14140,9638,9141
Line 40,2019,5,14391,9855,8560
Line 40,2019,6,14432,10287,9654
Line 40,2019,7,13821,9644,8931
Line 40,2019,8,13714,9965,8892
Line 40,2019,9,14487,9366,8953
Line 40,2019,10,14561,10170,9082
Line 40,2019,11,13462,9647,8065
Line 40,2019,12,13065,9546,7792
Line 40,2020,1,13514,9281,8305
Line 40,2020,2,14457,9645,8508
Line 40,2020,3,10152,6761,6734
Line 40,2020,4,5599,4819,4094
Line 40,2020,5,6831,6564,5150
Line 40,2020,6,8134,7176,5875
Line 40,2020,7,8982,7521,7541
Line 40,2020,8,9469,8378,6708
Line 40,2020,9,9392,7750,6464
Line 40,2020,10,9690,8861,6905
Line 40,2020,11,9706,7604,6517
Line 40,2020,12,8869,7191,5751
Line 40,2021,1,8762,6741,5401
Line 40,2021,2,9069,7598,5594
Line 40,2021,3,9715,7999,6246
Line 40,2021,4,10693,8693,6885
Line 40,2021,5,10572,8574,6509
Line 40,2021,6,11196,8633,6496
Line 40,2021,7,11361,9106,6699
Line 40,2021,8,11969,9665,7252
Line 40,2021,9,12468,9295,7146
Line 40,2021,10,12710,9533,7131
Line 40,2021,11,12818,8945,7165
Line 40,2021,12,11150,0,6181
Line 40,2022,1,9759,7314,5847
Line 40,2022,2,10800,7587,6037
Line 40,2022,3,11410,8160,6433
Line 40,2022,4,11695,8615,6377
Line 40,2022,5,12314,8467,6678
Line 40,2022,6,12097,8454,6710
Line 40,2022,7,11398,8563,6957
Line 40,2022,8,12038,8533,6758
Line 40,2022,9,12985,8854,7451
Line 40,2022,10,13251,8945,7440
Line 40,2022,11,12010,8867,7060
Line 40,2022,12,11881,8395,6745
Line 40,2023,1,12084,8613,7095
Line 40,2023,2,12728,9017,7491
Line 40,2023,3,12478,9761,7385
Line 40,2023,4,13281,10430,8006
Line 40,2023,5,13812,10173,8027
Line 40,2023,6,13351,10280,8269
Line 40,2023,7,12949,10132,7961
Line 40,2023,8,13576,10266,7210
Line 40,2023,9,14561,10376,8264
Line 40,2023,10,14781,11099,8289
Line 40,2023,11,13841,10142,8190
Line 40,2023,12,13292,10157,7666
Line 40,2024,1,13412,9573,7539
Line 40,2024,2,13366,10980,7582
Line 40,2024,3,14421,9711,8493
Line 40,2024,4,14538,10362,8003
Line 40,2024,5,14713,11037,8580
Line 40,2024,6,14060,10901,8407
Line 40,2024,7,13433,10652,8286
Line 40,2024,8,14130,10939,8315
Line 40,2024,9,14969,10682,8841
Line 40,2024,10,14845,10970,8605
Line 40,2024,11,13958,10484,8223
Line 40,2024,12,13454,9935,7906
Line 40,2025,1,13678,9733,7208
Line 40,2025,2,13446,10300,8152
Line 40,2025,3,13653,10252,7946
Line 40,2025,4,13985,9908,8597
Line 40,2025,5,14477,10120,8535
Line 40,2025,6,12655,9310,7862
Line 40,2025,7,12073,9112,7129
Line 40,2025,8,12867,9321,7719
Line 40,2025,9,13595,9782,7956
Line 40,2025,10,13439,10074,7844
Line 40,2025,11,12121,8666,7338
Line 40,2025,12,12366,9568,6806
Line 40,2026,1,12435,8627,6813
Line 40,2026,2,12914,9380,7625
Line 40,2026,3,13665,9494,7810
Line 40,2026,4,13522,9317,7667
Line 40,2026,5,13555,9650,7988
Line 45,2018,4,14791,11839,9121
Line 45,2018,5,14798,12126,8875
Line 45,2018,6,14490,11606,9467
Line 45,2018,7,13579,11524,8821
Line 45,2018,8,14350,12223,9094
Line 45,2018,9,14952,12007,9281
Line 45,2018,10,14654,11702,8764
Line 45,2018,11,13768,11431,8448
Line 45,2018,12,13257,11771,8007
Line 45,2019,1,13055,10573,8176
Line 45,2019,2,13757,10454,7861
Line 45,2019,3,14184,11351,8691
Line 45,2019,4,13679,11298,8402
Line 45,2019,5,14003,11176,8153
Line 45,2019,6,14011,11386,8561
Line 45,2019,7,13311,11293,8599
Line 45,2019,8,13642,11748,8951
Line 45,2019,9,14600,11507,8837
Line 45,2019,10,14542,11893,8590
Line 45,2019,11,13307,11357,7689
Line 45,2019,12,12456,10694,7400
Line 45,2020,1,12782,10570,7527
Line 45,2020,2,13283,10324,7641
Line 45,2020,3,8774,7176,5826
Line 45,2020,4,4692,4922,3419
Line 45,2020,5,6480,5669,4648
Line 45,2020,6,7428,6493,5532
Line 45,2020,7,8362,7354,7643
Line 45,2020,8,8906,8207,6484
Line 45,2020,9,9512,8806,6699
Line 45,2020,10,9532,9150,6649
Line 45,2020,11,9891,8782,7032
Line 45,2020,12,8425,7903,5865
Line 45,2021,1,7901,7040,5678
Line 45,2021,2,9123,8465,6525
Line 45,2021,3,9645,9289,7123
Line 45,2021,4,10369,9225,6996
Line 45,2021,5,10974,9153,7527
Line 45,2021,6,11227,10033,8078
Line 45,2021,7,12109,10666,8476
Line 45,2021,8,13012,10258,8115
Line 45,2021,9,13844,10325,8227
Line 45,2021,10,13717,9978,7310
Line 45,2021,11,13307,10369,7616
Line 45,2021,12,11624,0,7422
Line 45,2022,1,10731,8173,6229
Line 45,2022,2,11567,8598,6706
Line 45,2022,3,11959,9343,7017
Line 45,2022,4,11961,9283,7451
Line 45,2022,5,12466,8963,7326
Line 45,2022,6,12278,9509,8072
Line 45,2022,7,11405,9170,7549
Line 45,2022,8,11923,9599,7437
Line 45,2022,9,12540,9396,7754
Line 45,2022,10,12987,9737,7653
Line 45,2022,11,11942,9227,7435
Line 45,2022,12,11575,8470,6965
Line 45,2023,1,11453,8002,7256
Line 45,2023,2,12090,8361,7648
Line 45,2023,3,12003,9522,7835
Line 45,2023,4,12654,10407,8485
Line 45,2023,5,13370,10174,8570
Line 45,2023,6,12901,10098,8701
Line 45,2023,7,12283,10194,8343
Line 45,2023,8,13104,10554,7438
Line 45,2023,9,13880,9881,8688
Line 45,2023,10,13906,10413,8418
Line 45,2023,11,13009,9833,8318
Line 45,2023,12,12617,9523,7838
Line 45,2024,1,12775,9135,7875
Line 45,2024,2,12454,9261,7816
Line 45,2024,3,13615,9011,8712
Line 45,2024,4,13517,9989,8224
Line 45,2024,5,13866,10075,8574
Line 45,2024,6,13072,10138,8941
Line 45,2024,7,12527,10202,8428
Line 45,2024,8,13876,10501,9001
Line 45,2024,9,14274,10577,8745
Line 45,2024,10,14270,10509,8586
Line 45,2024,11,13260,10593,8536
Line 45,2024,12,13235,9983,7824
Line 45,2025,1,13341,9662,8074
Line 45,2025,2,13261,10463,9275
Line 45,2025,3,13310,10044,8517
Line 45,2025,4,13452,9914,9214
Line 45,2025,5,13867,10145,8889
Line 45,2025,6,11381,8074,7719
Line 45,2025,7,10384,8176,7094
Line 45,2025,8,11878,8769,7729
Line 45,2025,9,12851,8694,7966
Line 45,2025,10,12879,9552,7492
Line 45,2025,11,11557,8279,7401
Line 45,2025,12,11772,9169,7369
Line 45,2026,1,11764,8344,6659
Line 45,2026,2,12268,8906,7844
Line 45,2026,3,13077,9288,7720
Line 45,2026,4,12758,9340,7716
Line 45,2026,5,13112,9407,8130
Line 51,2018,4,24427,20004,14422
Line 51,2018,5,24302,19711,14136
Line 51,2018,6,23477,19188,13886
Line 51,2018,7,22815,18551,14106
Line 51,2018,8,23806,19779,14291
Line 51,2018,9,24454,19088,13714
Line 51,2018,10,24363,18301,13846
Line 51,2018,11,23347,18836,13886
Line 51,2018,12,21937,19511,13065
Line 51,2019,1,21814,17001,12400
Line 51,2019,2,23295,17010,12322
Line 51,2019,3,23503,18330,13880
Line 51,2019,4,24002,19279,14314
Line 51,2019,5,24099,18810,13908
Line 51,2019,6,23948,19074,14116
Line 51,2019,7,23253,17940,13469
Line 51,2019,8,23813,18874,14525
Line 51,2019,9,24745,18564,13722
Line 51,2019,10,24650,19385,12764
Line 51,2019,11,22478,17732,11754
Line 51,2019,12,21528,17655,12115
Line 51,2020,1,21979,16547,11909
Line 51,2020,2,23360,17902,13170
Line 51,2020,3,15722,12039,9727
Line 51,2020,4,8813,7648,6139
Line 51,2020,5,10525,10576,8577
Line 51,2020,6,12170,13217,9507
Line 51,2020,7,14665,13407,12995
Line 51,2020,8,15152,13919,10684
Line 51,2020,9,15544,14015,10994
Line 51,2020,10,15261,14258,10428
Line 51,2020,11,15478,13368,10874
Line 51,2020,12,14537,12998,9816
Line 51,2021,1,13026,11694,8960
Line 51,2021,2,13875,13690,10141
Line 51,2021,3,15157,14250,10809
Line 51,2021,4,16556,14793,11458
Line 51,2021,5,17157,14977,11852
Line 51,2021,6,17918,16135,11805
Line 51,2021,7,18559,17408,12217
Line 51,2021,8,20151,18081,13440
Line 51,2021,9,21327,18147,13760
Line 51,2021,10,21826,18475,12595
Line 51,2021,11,21887,18575,13857
Line 51,2021,12,18556,0,11584
Line 51,2022,1,14346,11718,8857
Line 51,2022,2,15173,13233,8750
Line 51,2022,3,16166,13955,10439
Line 51,2022,4,16229,13724,10048
Line 51,2022,5,16366,13414,9872
Line 51,2022,6,15361,13604,10155
Line 51,2022,7,15399,13535,10259
Line 51,2022,8,16434,13624,9957
Line 51,2022,9,17935,13804,10978
Line 51,2022,10,18051,13987,10681
Line 51,2022,11,16738,13505,10373
Line 51,2022,12,16174,12661,9749
Line 51,2023,1,15623,12205,9737
Line 51,2023,2,16649,12447,10347
Line 51,2023,3,16238,13843,9735
Line 51,2023,4,16883,14165,10279
Line 51,2023,5,17236,13944,10359
Line 51,2023,6,16518,13496,10700
Line 51,2023,7,15938,13485,10424
Line 51,2023,8,16968,13996,9369
Line 51,2023,9,18412,14060,11223
Line 51,2023,10,18574,14465,10859
Line 51,2023,11,17570,13767,10978
Line 51,2023,12,16633,14491,10113
Line 51,2024,1,17453,13536,10200
Line 51,2024,2,17463,15011,10413
Line 51,2024,3,19102,13723,11705
Line 51,2024,4,18939,14745,11024
Line 51,2024,5,18886,14746,11446
Line 51,2024,6,17581,14717,11106
Line 51,2024,7,16443,13472,10767
Line 51,2024,8,17516,14235,11006
Line 51,2024,9,19151,14481,11743
Line 51,2024,10,19259,14834,11870
Line 51,2024,11,18470,14634,11919
Line 51,2024,12,17727,14985,11036
Line 51,2025,1,18457,14779,10643
Line 51,2025,2,18381,15089,11826
Line 51,2025,3,17702,14306,10541
Line 51,2025,4,17578,13254,10507
Line 51,2025,5,18750,14148,11550
Line 51,2025,6,15794,11718,10464
Line 51,2025,7,14488,11352,9433
Line 51,2025,8,16336,12704,10194
Line 51,2025,9,18038,13073,10939
Line 51,2025,10,18039,13871,10286
Line 51,2025,11,16667,12169,10348
Line 51,2025,12,16589,13367,10458
Line 51,2026,1,16430,11187,9460
Line 51,2026,2,17054,12514,10669
Line 51,2026,3,18094,12541,10988
Line 51,2026,4,17806,12671,10325
Line 51,2026,5,18350,12908,11086
Line 53,2018,4,12004,7775,5340
Line 53,2018,5,11848,7673,5375
Line 53,2018,6,11002,7386,5317
Line 53,2018,7,10810,7403,5373
Line 53,2018,8,11501,7796,5455
Line 53,2018,9,12128,7835,5413
Line 53,2018,10,12247,7448,5223
Line 53,2018,11,11548,7297,5222
Line 53,2018,12,10174,7403,4944
Line 53,2019,1,10395,6708,4712
Line 53,2019,2,11278,6797,4549
Line 53,2019,3,11660,7156,5109
Line 53,2019,4,11611,7387,5090
Line 53,2019,5,11529,7435,4977
Line 53,2019,6,11282,7763,5600
Line 53,2019,7,11404,7532,5275
Line 53,2019,8,11815,7940,5503
